Club Name,Pitch Name,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter,Elevation,Annual Rainfall,Rain Days,Uses VEO,VEO Recordings,VEO Club Identifier
Ballyfore,,53.30764700,-7.13629600,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.307647,-7.136296",https://twitter.com/ballyforegaa,75.00,860.10,253.00,false,0,
Ballygar Hurling ,,53.52933000,-8.32110000,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.52933,-8.3211",https://twitter.com/ballygarhurling,62.00,972.80,262.00,false,0,
Ballygarvan,Páirc Liam Mhic Cárthaigh,51.82443700,-8.45633900,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.824437,-8.456339",https://twitter.com/ballygarvangaa,26.00,1336.60,234.00,false,0,
Ballygiblin,,52.27423200,-8.19959600,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.274232,-8.199596",https://twitter.com/ballygiblingaa,113.00,1336.40,266.00,false,0,
Ballygunner,James McGinn Park,52.22704400,-7.06575400,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.227044,-7.065754",https://twitter.com/ballygunnerHc,50.00,1269.50,252.00,false,0,
Ballyhaise GAA,Annalee Park,54.04625300,-7.31470900,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.046253,-7.314709",https://twitter.com/ballyhaisegaa,73.00,955.12,290.00,false,0,
Ballyhale Shamrocks,Páirc na Seamróg,52.46966400,-7.20429600,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.469664,-7.204296",https://twitter.com/ballyhalegaa,53.00,1086.80,244.00,false,0,
Ballyhaunis GAA,Ballyhaunis GAA Park,53.76339900,-8.79207800,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.763399,-8.792078",https://twitter.com/ballyhaunisgaa,107.00,1230.10,280.00,false,0,
Ballyhea,,52.32655000,-8.66570000,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.32655,-8.6657",https://twitter.com/ballyheagaa,107.00,1015.80,254.00,false,0,
Ballyheigue,John Joe O'Sullivan Park,52.38664200,-9.83151100,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.386642,-9.831511",https://twitter.com/ballyheiguegaa,4.00,1392.90,283.00,false,0,
Ballyhogue GAA,,52.43166400,-6.60571100,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.431664,-6.605711",https://twitter.com/ballyhogueclub,52.00,1141.00,235.00,false,0,
Ballyholland Harps,Fr. Lynch Park,54.16612800,-6.31191900,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.166128,-6.311919",https://twitter.com/harpsgac,82.00,980.99,287.00,false,0,
Ballyhooly,,52.14924400,-8.39468900,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.149244,-8.394689",https://twitter.com/ballyhoolygaa,61.00,1154.60,250.00,false,0,
Ballykelly,,53.15679200,-7.05305000,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.156792,-7.05305",,67.00,906.30,256.00,false,0,
Ballykinlar GAA,Tadhg Barry Memorial Park,54.25744500,-5.79007600,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.257445,-5.790076",https://twitter.com/ballykinlargac,13.00,1235.59,278.00,false,0,
Ballylanders,,52.37065200,-8.35185700,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.370652,-8.351857",https://twitter.com/gaaballylanders,143.00,1163.90,269.00,false,0,
Ballylinan,Aughanure,52.93877700,-7.03922600,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.938777,-7.039226",,78.00,878.90,253.00,false,0,
Ballylongford,,52.54415200,-9.47496800,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.544152,-9.474968",https://twitter.com/ballylongfordg,6.00,1269.20,277.00,false,0,
Ballylooby/Castlegrace,,52.31586500,-8.00130200,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.315865,-8.001302",https://twitter.com/ballyloobygaa,60.00,1039.40,248.00,false,0,
Ballymacelligott,,52.25234700,-9.59797400,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.252347,-9.597974",https://twitter.com/ballymac_gaa,30.00,1354.50,277.00,false,0,
Ballymachugh GAA,Páirc Shíleann,53.83584100,-7.35314800,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.835841,-7.353148",https://twitter.com/ballymachughgaa,69.00,955.92,274.00,false,0,
Ballymacnab Round Towers,Páirc na nGael,54.28979300,-6.63239600,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.289793,-6.632396",https://twitter.com/ballymacnab_gaa,134.00,911.20,282.00,false,0,
Ballymahon GAA,Leo Casey Park,53.56943200,-7.76097000,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.569432,-7.76097",https://twitter.com/ballymahon1889,46.00,932.00,266.00,false,0,
Ballymanus GAA,,52.87136100,-6.41030000,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.871361,-6.4103",https://twitter.com/ballymanusgaa,209.00,1268.20,280.00,false,0,
Ballymartin GAA Club,St. Joseph's Park,54.07351500,-5.96181600,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.073515,-5.961816",https://twitter.com/ballymartingac,19.00,1155.67,279.00,false,0,
Ballymartle,,51.77403300,-8.49087500,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.774033,-8.490875",https://twitter.com/ballymartlegaa,55.00,1319.70,244.00,false,0,
Ballymore,,53.49991700,-7.66169000,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.499917,-7.66169",,77.00,961.10,272.00,false,0,
Ballymore,Ballybrien,53.77169000,-7.53727100,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.77169,-7.537271",https://twitter.com/gaaballymore,85.00,997.40,269.00,false,0,
Ballymore Eustace,,53.12997400,-6.58714200,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.129974,-6.587142",https://twitter.com/bme_gaa,183.00,1034.70,268.00,false,0,
Ballymote GAA,Brother Walfrid/Corran Park,54.09554500,-8.51951800,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.095545,-8.519518",https://twitter.com/gaaballymote,68.00,1187.50,279.00,false,0,
Ballymun Kickhams,,53.41733400,-6.26288400,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.417334,-6.262884",https://twitter.com/ballymungaa,63.00,817.40,238.00,false,0,
Ballynacargy,Moynihan Park,53.58158400,-7.52249500,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.581584,-7.522495",https://twitter.com/ballynacargygaa,70.00,971.20,268.00,false,0,
Ballyphephane,,51.87882400,-8.47586200,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.878824,-8.475862",,15.00,1277.30,237.00,false,0,
Ballypickas,Cobbler's Hill,52.91321000,-7.29457400,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.91321,-7.294574",https://twitter.com/ballypickasgaa,177.00,875.40,257.00,false,0,
Ballyporeen/Skeheenarinky Juvenile,Ballyporeen/Skeheenarinky GAA Club,52.34894000,-7.41976300,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.34894,-7.419763",https://twitter.com/ballyporeengaa,6.00,1261.50,246.00,false,0,
Ballyroan Abbey,,52.94353500,-7.29394200,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.943535,-7.293942",,137.00,860.60,253.00,false,0,
Ballysaggart,The Scrloim,52.18390200,-7.99184200,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.183902,-7.991842",https://twitter.com/ballysaggartgaa,216.00,1259.30,264.00,false,0,
Ballyskenagh,,52.95938000,-7.84176000,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=52.95938,-7.84176",https://twitter.com/skenaghvillagaa,71.00,1010.70,264.00,false,0,
Ballysteen,,52.64672000,-8.93794500,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.64672,-8.937945",https://twitter.com/ballysteengaa,25.00,1067.00,254.00,false,0,
Ballyteague,,53.26600000,-6.86581600,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.266,-6.865816",https://twitter.com/ballyteaguegfc,80.00,875.10,258.00,false,0,
Ballyvary Hurling,Ballyvary,53.88897000,-9.16028000,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.88897,-9.16028",https://twitter.com/ballyvaryhc,39.00,1291.30,275.00,false,0,
Ballyvaughan-Fanore,,53.11350200,-9.15491600,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=53.113502,-9.154916",,11.00,1357.10,281.00,false,0,
Baltinglass GAA,,52.93127500,-6.68433100,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.931275,-6.684331",https://twitter.com/baltogaa,128.00,859.00,252.00,false,0,
Bandon,Charlie Hurley Park,51.73954200,-8.74245500,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.739542,-8.742455",https://twitter.com/bandongaa,33.00,1400.00,249.00,false,0,
Banner,,52.83950200,-9.02086300,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.839502,-9.020863",https://twitter.com/bannergaaenni,17.00,1064.30,265.00,false,0,
Bannow Ballymitty GAA,,52.25684600,-6.73375900,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.256846,-6.733759",https://twitter.com/bannowbmittygaa,49.00,1222.30,252.00,false,0,
Banogue,,52.47788600,-8.68279200,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.477886,-8.682792",https://twitter.com/banoguegaa,31.00,1002.80,257.00,false,0,
Banteer,,52.12792100,-8.89839400,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.127921,-8.898394",https://twitter.com/banteer_lyregaa,78.00,1116.00,255.00,false,0,
Bantry Blues,Wolfe Tone Park,51.68806400,-9.44768900,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.688064,-9.447689",https://twitter.com/bantryblues,21.00,1811.60,280.00,false,0,
Barna GAA,Barna Pitch (New),53.26767410,-9.16355710,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.2676741,-9.1635571",https://twitter.com/BarnaGAA,53.00,1279.70,282.00,false,0,
Barna GAA,Barna Pitch,53.26802000,-9.16301800,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.26802,-9.163018",https://twitter.com/BarnaGAA,53.00,1279.70,282.00,false,0,
Barndarrig GAA,,52.92840500,-6.15539000,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.928405,-6.15539",https://twitter.com/barndarriggaa,146.00,1164.50,252.00,false,0,
Barrowhouse,,52.94714400,-6.99434200,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.947144,-6.994342",https://twitter.com/barrowhousegaa,65.00,904.20,245.00,false,0,
Barrow Rangers,Páirc an Phobail,52.68369200,-7.02696600,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.683692,-7.026966",https://twitter.com/barrowrangers,60.00,922.50,244.00,false,0,
Barryroe,,51.60573100,-8.73489200,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.605731,-8.734892",https://twitter.com/barryroegaaclub,47.00,1361.00,263.00,false,0,
Beagh GAA,,53.01649700,-8.82282900,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.016497,-8.822829",https://twitter.com/beaghhc,34.00,1111.90,267.00,false,0,
Béal Athan Ghaorthaidh,,51.85067500,-9.23088000,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.850675,-9.23088",https://twitter.com/bealathanggaa,89.00,1489.60,251.00,false,0,
Beale,,52.50562000,-9.67169400,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.50562,-9.671694",https://twitter.com/bealegaa,17.00,1387.50,283.00,false,0,
"Beann Dhearg GAA, Kilclief",St. Malachy's Park,54.34173700,-5.54463800,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.341737,-5.544638",https://twitter.com/cillcleithe1901,2.00,1008.76,271.00,false,0,
Beann Eadair GAA,,53.37908300,-6.06748700,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.379083,-6.067487",https://twitter.com/beanneadairclg,104.00,931.70,241.00,false,0,
Beaufort,,52.06793100,-9.63933300,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.067931,-9.639333",https://twitter.com/liosaphuca,38.00,1436.80,273.00,false,0,
Bective GAA,,53.61335000,-6.66967100,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.61335,-6.669671",https://twitter.com/bectivegfc,50.00,819.60,253.00,false,0,
Belgooly,,51.73396100,-8.48678100,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.733961,-8.486781",https://twitter.com/belgoolygaa,5.00,1321.20,252.00,false,0,
Belmont,,53.24246500,-7.93855100,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.242465,-7.938551",https://twitter.com/belmont_gaa,43.00,922.10,261.00,false,0,
Belmullet GAA,"Belmullet GAA Pitch, Tallagh",54.24866000,-9.99790000,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.24866,-9.9979",https://twitter.com/BelmulletGaa,12.00,1627.50,309.00,false,0,
Belturbet Rory O'Moores,Rory O'Moore Park,54.09987800,-7.43811200,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.099878,-7.438112",,70.00,991.62,289.00,false,0,
Bennettsbridge,,52.59514000,-7.18098600,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.59514,-7.180986",https://twitter.com/thebridgegaa,41.00,886.90,244.00,false,0,
Beragh Red Knights,St. Mary's Park,54.54966600,-7.15241700,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.549666,-7.152417",https://twitter.com/beraghgaa,99.00,1039.75,295.00,false,0,
Bere Island,,51.63190900,-9.82074800,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.631909,-9.820748",https://twitter.com/bereislandgaa,8.00,1791.60,283.00,false,0,
Birr,St. Brendan's Park,53.09131700,-7.90886100,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.091317,-7.908861",https://twitter.com/birrclg,48.00,980.70,266.00,false,0,
Bishopstown,,51.88461200,-8.52159300,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.884612,-8.521593",https://twitter.com/gaabishopstown,38.00,1271.00,243.00,false,0,
Black and Whites,Tom Walsh Park,52.59172600,-6.95931600,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.591726,-6.959316",https://twitter.com/black_whitesgaa,52.00,1025.90,250.00,false,0,
Blackhall Gaels,Kilcloon,53.43725300,-6.60234200,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.437253,-6.602342",https://twitter.com/blackhallgaels,91.00,805.60,240.00,false,0,
Blackhall Gaels,Batterstown,53.47315700,-6.54526300,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.473157,-6.545263",https://twitter.com/blackhallgaels,90.00,805.60,240.00,false,0,
Blackhill Emeralds,Páirc na Smaragaidí,54.11156600,-6.76232000,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.111566,-6.76232",https://twitter.com/blackhillgaa,143.00,949.10,258.00,false,0,
Blackrock,,52.36258600,-8.47289100,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.362586,-8.472891",https://twitter.com/blackrockgaa,142.00,1067.40,265.00,false,0,
Blackrock,,51.89313900,-8.41828600,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.893139,-8.418286",https://twitter.com/RockiesCork,16.00,1322.50,239.00,false,0,
Blarney,,51.92909900,-8.56123600,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.929099,-8.561236",https://twitter.com/blarneygaa,38.00,1271.00,243.00,false,0,
Blessington GAA,,53.18093400,-6.53889900,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=53.180934,-6.538899",https://twitter.com/blessingtongaa,216.00,910.00,262.00,false,0,
Boardsmill GAA,,53.52598500,-6.87256300,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.525985,-6.872563",https://twitter.com/boardsmillgaa,61.00,860.30,253.00,false,0,
Bodyke,,52.92364200,-8.65044400,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.923642,-8.650444",https://twitter.com/bodykegaa,82.00,1213.60,273.00,false,0,
Boherbue,,52.15302700,-9.07861000,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.153027,-9.07861",https://twitter.com/boherbuegaa,203.00,1199.50,261.00,false,0,
Boherlahan/Dualla,,52.56991800,-7.89559500,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.569918,-7.895595",https://twitter.com/boherlahandgaa,92.00,943.10,244.00,false,0,
"Bohola-Moy Davitts, Foxford",Srath Garbh,53.99189700,-9.11520100,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.991897,-9.115201",https://twitter.com/moydavitts,8.00,1220.70,292.00,false,0,
Bonniconlon GAA,Bonniconlon,54.10808400,-9.02418000,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.108084,-9.02418",https://twitter.com/bonniconlon_gaa,75.00,1268.40,293.00,false,0,
Bornacoola GAA,Páirc Barr na Cuille,53.86110800,-7.91320600,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.861108,-7.913206",https://twitter.com/BornacoolaGAA,42.00,1025.80,266.00,false,0,
Borris-Ileigh,Bishop Quinlan Park,52.74968700,-7.95395300,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.749687,-7.953953",https://twitter.com/borris_gaa,97.00,941.60,248.00,false,0,
Borris in Ossory,O'Keefe Park,52.94123200,-7.61857100,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.941232,-7.618571",,110.00,995.60,268.00,false,0,
Borrisokane,Páirc Gairnéir,52.99610400,-8.12493300,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.996104,-8.124933",,57.00,940.40,255.00,false,0,
Boyle GAA,Abbey Park,53.97490300,-8.29739900,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.974903,-8.297399",https://twitter.com/boylegaa,53.00,1166.00,273.00,false,0,
Bracknagh,,53.21718400,-7.14132700,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.217184,-7.141327",https://twitter.com/bracknaghgaa0,69.00,885.40,256.00,false,0,
Bray Emmets GAA,,53.20774600,-6.12736000,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=53.207746,-6.12736",https://twitter.com/brayemmets,22.00,1159.80,252.00,false,0,
Breaffy GAA,Breaffy,53.84562900,-9.23378900,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.845629,-9.233789",https://twitter.com/BreaffyGAA,36.00,1225.90,275.00,false,0,
Bredagh GAA,Cherryvale,54.57344000,-5.91051000,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.57344,-5.91051",https://twitter.com/BredaghGAC1,18.00,958.83,280.00,false,0,
"Brian Boru GAA, Kinawley",Patrick McManus Park,54.21735900,-7.67633600,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.217359,-7.676336",https://twitter.com/kinawleygfc,53.00,1044.66,288.00,false,0,
Brian Dillons,Tank Field,51.94245500,-8.44259600,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.942455,-8.442596",https://twitter.com/briandillonsgaa,130.00,1322.50,239.00,false,0,
Brian Óg's GAA,Páirc Bhríd,55.03321400,-7.31057000,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=55.033214,-7.31057",https://twitter.com/brianogs,31.00,1017.99,293.00,false,0,
Brickey Rangers,Bushy Park,52.08866400,-7.69077400,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.088664,-7.690774",https://twitter.com/brickeyrangers,18.00,1372.80,254.00,false,0,
Bride Rovers,Rathcormac,52.07218100,-8.28581000,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.072181,-8.28581",https://twitter.com/brideroversgaa,54.00,1242.30,253.00,false,0,
Bright GAA,Bright GAA Ground,54.29403100,-5.71515600,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.294031,-5.715156",https://twitter.com/brightclubldn,40.00,1020.09,268.00,false,0,
Broadford,Balrinnet,53.39009200,-6.99670300,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.390092,-6.996703",https://twitter.com/broadfordhc,88.00,851.40,255.00,false,0,
Broadford,,52.80335700,-8.63430600,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.803357,-8.634306",https://twitter.com/broadfordgaa,35.00,1251.80,268.00,false,0,
Brosna,,52.31010500,-9.26075200,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.310105,-9.260752",https://twitter.com/BROSNAGAA,176.00,1283.70,270.00,false,0,
Brosna Gaels,,53.33348800,-7.70658700,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.333488,-7.706587",https://twitter.com/brosnagaels,60.00,936.40,269.00,false,0,
Brownstown,Fr Reilly Memorial Park,53.66230900,-7.10819000,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.662309,-7.10819",,100.00,923.80,263.00,false,0,
Bruff,,52.47504100,-8.54095200,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.475041,-8.540952",https://twitter.com/_bruffgaa,76.00,1017.10,259.00,false,0,
