Club Name,Recordings,Club Identifier
Abercarn Rugby Football Club,50,abercarn-rugby-football-club
Forest Foundations LTD,71,forest-foundations-ltd
Aber,56,abercrave-rfc-b59aa4d2
Abercynon RFC,67,abercynon-rfc-a782f37a
Aberdare RFC,32,aberdare-rugby-football-club
Aberdare Town,15,aberdare-town-d9b1c6fd
AFCL,17,aberdeen-fc-ladies
Aberdeen Football Club,38,aberdeen-ladies-football-club
Aberdeen Football Club,27,aberdeen-football-club-b5ef567e
Aberdeen Futsal Academy,99,aberdeen-futsal-academy
Aberdeen Grammar RFC,27,aberdeen-grammar-rfc
Bobcats,30,aberdeen-high-school
Aberdeenshire Rugby Football Club,54,aberdeenshire-rugby-football-club
Aberdeen Wanderers,42,aberdeen-wanderers-rugby-football-club
Aberdeen West End,40,aberdeen-west-end
Aberfeldy RFC,26,aberfeldy-rugby-football-club-5c216940
Abergavenny RFC,24,abergavenny-rfc-32702380
Abergavenny Town,37,abergavenny-town-7d64f2cf
abergavveny fc,14,abergavveny-fc
Abergele Rugby Club,93,abergele-rugby-club
Abernathy FC,86,abernathy-boys
Abertillery BG,41,abertillery-bg-a6951858
Abertysswg falcons,26,abertysswg-falcons-rfc
Aber Valley FC,54,aber-valley-fc-4432d31c
Aber Valley Wolves,71,aber-valley-wolves-rugby-league-club
Aberystwyth RFC,22,aberystwyth-rfc-1857a209
Aberystwyth RFC,86,aberystwyth-rugby-football-club
Aberystwyth Town FC,186,aberystwyth-town-fc-2
ABHA CLUB,604,abha-club
Manly Allambie United,123,manly-allambie-united
Abidjan City FC 2,228,abidjan-city-fc-2
Abilene,264,abilene-vaqueros-futbol-alliance
Abilene cooper high school soccer,31,abilene-cooper-high-school-soccer
AHS Girls Soccer,37,abilene-high-girls-soccer
Abingdon,34,abingdon-rugby
Abingdon,331,abingdon-school
Abingdon Town Ladies,52,abingdon-town-ladies
Abingdon United,159,abingdon-united
Abingdon United,29,abingdon-united-971e0d30
AHS,134,boston-bolts-11
Abington Soccer Club,38,abington-soccer-club
Abington Youth Football,27,abington-youth-football-6f2cfa54
Abinsay FC,612,florida-elite-soccer-academy-3
Lady Braves,88,abita-soccer-club
FF Jaro,262,ab-liga-jaro-oy
Ablope,162,ablope
ABM FOOT,87,abm-foot-academy
ABNH,278,abnh
ÅIFK,218,aabo-ifk
AX Basketball,17,above-xpectations-basketball
Abraham,57,abraham-9be7336d
Abraham Huerta,22,abraham-huerta
Abraham Soumare,25,swaroopa-desai
AbraySports,121,abraysports-football-club
ABS Bathmen,216,abs-bathmen
Absegami High School Boys Soccer,12,absegami-high-school-boys-soccer
AB Tårnby,487,ab-taarnby
Abu Dhabi Harlequins,36,abu-dhabi-harlequins-rugby-club
AB Varsity,22,ab-varsity
Acacia Ridge FC,112,brisbane-hearts-united
AAFP,198,academia-alemana-de-futbol-popayan
Atlas Tuxtla,34,academia-atlas-tuxtla-fc
Academia Atletico CBR,57,arturo-stieglitz
Academia Barca Bucuresti,15,fc-rapid
Academia CAI,49,acai
Carmelo Dorta,13,cd-puerto-cruz
Cfr Cluj,113,cfr-1907-cluj-napoca
Academia de Fotbal Radu Rebeja,332,academia-de-fotbal-radu-rebeja
"Academia de Fotbal ""U"" Cluj - Luceafarul",91,academia-de-fotbal-u-cluj-luceafarul
Viitorul Cluj,197,academia-de-fotbal-viitorul-cluj
Academia de futbol chamaco guifarro,45,academia-de-futbol-chamaco-guifarro
Pumas,50,academia-de-futbol-pumas-fc
Academia de fútbol Román torres,26,academia-de-futbol-roman-torres
Academia Deportivo Cali USA,211,academia-deportivo-cali-usa
Academia de Real Internacional,30,academia-de-real-internacional
Academia FC,170,academia-football-club
ACADEMIA FUT,186,academia-fut
Academia Futbol Total,72,academia-de-futbol-total
Academia germana,18,academia-germana-de-fotbal-fdc92e9f
Academia Germana,1055,academia-germana-de-fotbal
Agf,18,academia-germana-de-fotbal-7c2d66d8
Academia Metodo Coira,130,academia-metodo-coira
Academia Metodo Coira,91,atletico-madrid-academia-miami
Academia Metodo Coira,74,academia-metodo-coira-fd2ed0a7
Academia O 2013,126,academia-o-2013
ARQQOR,111,arqqor
Academia Politehnica Iasi,39,academia-politehnica-iasi
Rayo Vallecano,521,rayo-vallecano-62403a82
Atlas fc,174,dallas-texans-central
Academica SC,45,academica-soccer-club
Academic Magnet High School,91,academic-magnet-high-school
Académie Basga JO,37,academie-basga-jo
AF St Christian-B,190,football-association-nyota
Academie GFI,101,academie-gfi-531ca61e
Academie Internationale de football Michel Hidalgo,45,academie-internationale-de-football-michel-hidalgo
Academie Moulins,14,academie-moulins
Académie Planète Foot Togo,388,kara-football-club
Ligue Régionale Bourgogne Franche-Comté de Rugby,53,academie-pole-espoir-dijon
Pôle Espoirs Rugby Lyon,11,academie-pole-espoirs-rugby-de-lyon
Académie Seconde Chance,353,academie-seconde-chance
ACADEMIE UNIVERS,10,academie-univers
Academy 1,13,tns-u101516
Academy 11,102,academy-11-ghana
Sporting Blue Valley,82,sporting-blue-valley-academy-13-white
Academy 2,90,tns-youth-team
A23,375,academy23
Academy 3,99,tns-u121314
academy 94,47,academy-94
Academy,103,academy-civitanovese
Academy Club,46,academy-club
LFA,191,academy-dynamos
AFC,36,academy-fc-69d729aa
Academy,254,academy-fc
Blitz 2012 Girls Premiere,40,academy-fc-2012-girls-premiere
AFPD,21,academy-football-players-dreams
Academy Gil Vicente FC Toronto Inc.,139,gil-vicente-fc-toronto
ACADEMY LOKOMOTIV,63,stroyproject-ltd
Academy of Notre Dame,37,academy-of-notre-dame
ANC Field Hockey,43,academy-of-the-new-church
Academy RFC,81,academy-rugby-football-club
Academy Sant'Agata,14,academy-santagata
PFC. Slavia-1913 Sofia,353,academy-slavia-sofia-1913
Academy Soccer Rawreth FC,101,academy-soccer-rawreth-fc
Academy Soccer Tigers,22,academy-soccer-tigers-under-9s
Academy Sports Analytic,73,es-personal
Right to Dream,433,right-to-dream-0d08c90f
Acadiana,48,acadiana-high-school-soccer
ACAKORO,32,pros-united-ausserferner-fussballschule
ALPERTON FC,10,wembley-fc
AC Amager,45,ac-amager-6a03fe66
ACAA,10,ac-amager-academy-7bce322e
AC Amager,29,alliance-of-clubs-amager-academy
AC Amager Academy,13,ac-amager-academy-ea842aa2
AC AMBOISE,15,ac-amboise
A.C. ARDOR LAZZATE ASSOCIAZIONE SPORTIVA DILETTAN,67,ac-ardor-lazzate-associazione-sportiva-dilettan
AC Arrentela,27,ac-arrentela
AC Athletico,10,ac-athletico
AC AZABU,10,ac-azabu
ACBalonmano,132,ac-balonmano
ACBB,427,tonsser-united
ACBB - Active,31,acbb-22c90c30
ACBB Rugby,364,acbb-rugby
AC Bobigny 93 Rugby,69,ac-bobigny-93-rugby
AC Brea,155,ac-brea-g06-pda
AC Brea,63,ac-brea-e7d6f712
AC Brea,352,ac-brea-4
AC Brea,28,ac-brea-7d5c0311
AC Brea B2011,60,ac-brea-906a276f
AC BREA B12 EA2,57,ac-brea-b12-pre-npl
AC Brea,241,ac-brea-b2010-pda
AC Brea - B11-PDA,100,ac-brea-brea-soccer-association
AC Brea,219,ac-brea
Ac cambrai,160,acc-f68f8f39
ASAR,179,gaspare
ACCADEMIA SPORTIMAGNA,18,asi-juniores-u19
AC CARINA FC,149,ac-carina-fc
Accel,10,accel
Accelerated Development,45,surf-strikers
Accelerax,106,football-talent-academy
Access Sport,2902,access-sport
ac chapelain,27,ac-chapelain-7a8fb344
Amir Cohen,61,ac-coach
ACcoaching,75,accoaching
A.C. Cologna Veneta,96,ac-cologna-veneta
AC Connecticut,355,ac-connecticut
AC Connecticut,15,ac-connecticut-59b20c6e
2008 Boys,45,2008-boys-59356e3f
Accord Sixth Form,72,accord-sixth-form
HeartsofOak,21,accra-hearts-of-oak-sporting-club
Shooting Stars,118,afigya-kumasi-shooting-stars-limited
AC CREMA 1908,319,ac-crema-1908-ssdrl
AC Creteil,26,ac-creteil
AC CRETEIL,19,fc-alfortville
Accrington Stanley,83,accrington-stanley-f9fa8f58
Accrington Stanley Community Trust,60,accrington-stanley-community-trust-210804a1
Accrington DC,197,oldham-athletic-development-centre
Accrington Stanley Football Club,417,accrington-stanley-football-club-672b2016
Accrington Stanley Women,80,accrington-stanley-women-fc
Accrington Wildcats,23,accrington-wildcats-arlfc
AC Cuneo 1905,120,ac-cuneo-1905
A.C.D. ALBA BORGO ROMA,13,acd-alba-borgo-roma-754ff6d4
A.C.D. A Seca,85,acd-a-seca
A.C.D.  CADIDAVID,43,acd-cadidavid
ACD CADIDAVID,27,acd-cadidavid-11113ebe
AC Delray 2006 Girls,42,delray-2016-girls
AC Delray 2011,56,ac-delray-2011
AC Delray Rush 2008 Girls,57,ac-delray-inc
DELRAY RUSH,14,ac-delray-rush
AC DELRAY RUSH 2010 Boys,104,ac-delray-rush-2010-boys
acd football academy,23,acd-football-academy
LaRocca,168,acd-la-rocca-monselice
ACD Macallesi 1927,54,acd-macallesi-1927
ACDMY BURNS,40,acdmy-burns
ACD Oppeano,69,acd-oppeano
PEREIRA,12,acd-pereira
ACD Portomansuè,24,acd-portomansue-8ced52bc
ACD Strambinese 1924,21,acd-strambinese-1924
Advanced Coaching Education,166,ace-academy-2
AAYSA,802,asian-american-youth-soccer-academy
ACE,78,ace-futbol-academy
Aces Girls Lacrosse,53,aces-girls-elite-lacrosse
ACE soccer,17,ace-soccer-95db9179
ACE sports,20,ace-sports
AC Este Calcio 1920,38,veo-veneto-ptc
ACE Valencia,17,ace-academy-4e70d14c
ACF Brescia Calcio Femminile SSD A RL,81,acf-brescia-calcio-femminile-ssd-a-rl
Acfc,43,acfc-9f028386
ACFF,23,acff-69d6d1fc
ACFF,102,acff-b1692910
AC Finchley West under 18,66,ac-finchley
A.C. Flora,91,ac-flora-high-school
AC football Club,41,ac-football-club
ACF XERESA,66,acf-xeresa
AC Global,163,ac-global
AC.gloria,269,acgloria
Achel VV,35,fc-helson
Achilles Enschede,419,prestige-football-academy
Achilles FC,61,achilles-fc-259c5d9e
Achilles FC,303,achilles-football-club
Achilles Town FC,24,achilles-fc-0b56c608
Achilles Veen,26,achilles-veen-cc66b3f0
AC Horsens,21,ac-horsens-2
AC Horsens,866,ac-horsens
AC Horsens U13,23,ac-horsens-6
Achterbroek Voetbalvereniging Vzw,22,achterbroek-voetbalvereniging-vzw
AC Inspire,447,athletic-club-inspire-2
Acklam Rugby Club,41,acklam-rugby-club-e734343f
Ackworth Girls FC,18,ackworth-girls-fc
Ackworth School,19,ackworth-school-football-academy
Acland Burghley School,42,acland-burghley-school
ACLB,25,aclb
LEON,188,ac-leon
AC LEON,26,ac-leon-83cd998a
Ac Los banos,11,ac-los-banos-07208c95
ACL Oy,23,acl-oy
A Club,40,a-club
ACM Academy,15,ac-milan-academy-e64c0aaa
AC Marin,213,ac-marin
AC Marin,41,ac-marin-856043d1
AC Marin,51,ac-marin-7e2c55d1
AC Marin 2010B,30,ac-marin-66336e48
AC Marin 2013 Girls,96,ac-marin-2009-girls
AC Marin jr,31,ac-marin-jr
A.C. Mazzo Società Sportiva Dilettantistica a R.L,96,ac-mazzo-societa-sportiva-dilettantistica-a-rl
Milano,65,ac-milano-football-club
Morrone,35,ac-morrone
AC-Musashi,74,ac-musashi
Nea Salamina Athletic Club,349,ac-nea-salamina-famagusta
ACNV soccer,240,club-de-soccer-saint-laurent
AC Oulu,474,ac-oulu
ACP15 PARIS,177,acp15-paris
Pro Palazzolo,55,ac-palazzolo-1913-ssd-arl
AC Palermo LA,108,ac-palermo-la
A.C. Pedona,49,ac-pedona
AC Perugia,84,academia-de-futbol-tocalli
AC Potenza,75,emery-fc
ACQUAFLEX SRL,14,acquaflex-srl
ACQUI,259,acqui-fc-ssd-arl
A.C. Renate 1a Squadra,39,ac-renate-srl
A.C. Renate Settore Giovanile,63,ac-renate-srl-099dd75c
Across,148,across-fc-b6b4e2ad
Across The Waves Football Club,28,across-the-waves-football-club-inc
AC Rovers,51,ac-rovers-football-club
AC Salisbury,41,salisbury-united-2016
ACS Cobham International School,125,acs-cobham-international-school
Acs cormeillais,67,acs-cormeillais
AC Seyssinet,108,ac-seyssinet
FC BACAU,388,acs-fc-bacau
ACS Hillingdon International School,91,acs-hillingdon-international-school
ACS International School,12,acs-international-school
ACS Kids Tampa Brasov,97,acs-kids-tampa-brasov
ACS Kinder,21,acs-kinder-sangeorgiu-de-mures
COACH AC SOCCER,114,ac-soccer
ACSI,172,acsi-rugby
Sparta,12,ac-sparta-praha-4e367882
AC Sparta,756,ac-sparta-praha-8c2fbbf5
A.C. Sporting Cecina 1929,13,sporting-cecina
ACS Raiders,91,acs-raiders
ACS Rugby Cluj Junior,31,acs-rugby-cluj-junior-6641cdad
SEPSI OSK,150,acs-sepsi-osk-sfantu-gheorghe
ACS.TRANSILVANIA BISTRITA,14,acstransilvania-bistrita
A.C.SUPENSIERO,224,veo114
AC Taipei,160,ac-academy-u10
Action Elite,184,action-elite
ASC USA,59,asc-usa
ActiveSG Football Academy,165,activesg-football-academy
ACTIVE,157,active-sports-fc
AC Todoroki,74,ac-todoroki
ABSOCC,55,acton-boxborough-regional-high-school
AEWFC,11,acton-ealing-whistlers-fc
Actonians LFC - Seniors,46,actonians-lfc-3
AC TOROS,15,viking-youth-soccer-association
AC Trelleborg,11,ac-trelleborg
A.C. TRENTO,287,ac-trento-1921-srl
AC United,10,ac-united-03b78697
AC United,52,ac-united-2d144dca
AC United Football Club,37,ac-united-football-club
AC Unito Adelaide,84,ac-unito-adelaide
Acuto Okayama Soccer Club,164,acuto-okayama-soccer-club-2ddf28ec
ACV Assen,23,acv2
Maatschap Paramedics,32,acv-assen
ACVF,104,acvf
ACミランアカデミー千葉,182,ac
Ada High School,95,ada-high-soccer
AD ALCORCÓN,339,ad-alcorcon-b61fdc36
Adam,17,adam-38827e62
Adams,79,adam-913ac12c
ADR,22,adam-doyle
HedmanVeo2,265,arkansas-comets-futbol-club
PFSA Football Trials,34,adam-hobson
Adam Maidany,147,adam-maidany
ADAMOIS O.,86,gomes-jose
MI Wolves 08,17,adam-saleh
ADAMS COUNTY CHRISTIAN SCHOOL 24/25,36,accs-boys-soccer
Adams Family,125,adams-family
AFA Basketball,164,adams-fundamentals-academy
Highlanders,74,adams-highlanders
Noreen A. Shea Memorial Foundation,231,noreen-a-shea-memorial-foundation
Adamstown,28,adamstown-gaa-club
Buds,173,adamstown-rosebud-fc-2
Adamstown Rosebud Junior Football Club,1060,adamstown-rosebud-junior-football-club
Lady Cardinal Soccer,52,adamsville-lady-cardinal-soccer
Adam Wilkinson,286,adam-wilkinson
Adam Wilson,31,michael-weston
Vs B-Elite,25,adam-y
Adapt Academy Hoops,164,tony-a1a56233
Adaptavis / Crawley United & Ifield U15,26,adaptavis-crawley-united-ifield-u15
AD Arganda,40,ad-arganda
Toledo-Olivos,104,ada-toledo-olivos-c-f
AD Baiao,101,associacao-desportiva-de-baiao
A.D.C ABETXUKO,51,adc-abetxuko
Ad Ca la Guidó,18,ad-ca-la-guido
AD CALA POZUELO,60,ad-cala-pozuelo
ADC Correlhã,48,adc-correlha-141023f0
"adc ""Mario Rigamonti"" 2022-2023",53,toni-scotti
ADC Mario Rigamonti 2024-25,108,adc-mario-rigamonti-23-24
AD COLEGIO SAN PRUDENCIO,43,ad-colegio-san-prudencio
ADCV,110,ad-colmenar-viejo
ADC REBORDELO,59,futebol-clube-leao-negro
All-stars,136,allstars-fc-astros-u10
Addison,23,addison-a806cae9
Springs,75,coral-springs-charter-high-school
Addison-Classics Elite,81,addison-classics-elite
Addie Soccer,13,addison-dea
Addison United Soccer Club,51,addison-united-soccer-club-95a5f3a1
Addlestone F.C,108,lyne-football-club
Addox Howard,164,navarre-united-fc-2012-boys
Adelaide Brasfoot Club,29,adelaide-brasfoot-club
MetroStars,40,north-eastern-metrostars
City,26,adelaide-comets-fc
Adelaide City,221,adelaide-city-football-club
Adelaide City,93,adelaide-city-football-club-0f606e53
Adelaide Omonia Cobras FC Juniors,55,adelaide-cobras-fc
Adelaide Comets,38,adelaide-comets-9685a64d
Adelaide,84,adelaid-cometss-youth
ACR,54,adelaide-croatia-raiders-3
Adelaide Eagles Soccer Club,51,adelaide-eagles-soccer-club
Adelaide Hills Hawks,242,bryan-mcdonald
Adelaide Jaguars,111,adelaide-jaguars-womens-soccer-club
AOFC,19,adelaide-olympic-fc
Adelaide Olympic,45,adelaide-olympic-football-club
Adelaide Omonia Cobras FC,97,adelaide-omonia-cobras-fc
AUFCW,16,adelaide-united-football-club-46872b3b
Adelaide University Soccer Club,11,adelaide-university-soccer-club-849ae81c
Adelaide University Soccer Club,55,adelaide-university-soccer-club-2
Adelaide Uni WNPL,64,modbury-vista-soccer-club
ADM High School,38,adel-desoto-minburn-high-school
AD Esperanza,72,ad-esperanza-08ba1775
Bisi Veo,153,adewunmi-veo-camera
IP STORE,54,adham-shalabi
ADHD Media UK,37,adhd-media-uk
AD Huracán,41,ad-huracan-24905738
Adidas Oklahoma Fall Showcase 21,213,adidas-oklahoma-fall-showcase-21
adiLeague,22,adileague
AD MALAKA CF,55,ad-malaka-cf-5cf42f8b
Admiral Ice Dome,14,sisak
Adna Express SRL,55,adna-express-srl
AD NUEVA CASTILLA,96,ad-nueva-castilla
ADO '20,81,ado-20
ADO'20,118,ado20
ADO Den Haag,176,ado-den-haag
Adolfsberg IK,57,adolfsberg-ik
Adolfsbergs IK Utveckling,320,adolfsbergs-ik-utveckling
Adour Dax Basket,38,adour-dax-basket
AD Ovarense,328,sc-sao-joao-de-ver
ADP Action Limited,53,adp-action-limited
AD Parla,30,ad-parla
Poli Aguadulce,214,ad-polideportivo-aguadulce
ADPT FC,218,adpt-fc
Adrian High School,31,adrian-high-school
Profe,179,adrian-moralee
Adrian Quinn,38,adrian-quinn
Adrigole,65,adrigole-gaa
A.D. San Clemente,129,ad-campillo
AD San Juan,65,ad-san-juan-3d6cae54
AD Santa marta,13,ad-santa-marta-b55b95d6
A.D.  Santa Marta,54,ad-santa-marta
a.d. san viator k.e.,30,ad-san-viator-ke
AD Sauleda,14,ad-sauleda
A.D. Sporting Hortaleza,170,ad-sporting-hortaleza-6012e206
AD UNION ADARVE,58,ad-union-adarve-cadete-a
Advaith Balakrishnan FC,16,wizard-oak-brook-fc
Advanced Fleet Support Ltd,15,advanced-fleet-support-ltd
AFDA Leicester,60,advanced-football-development-academy
AMSA,44,advanced-math-and-science-academy
Advanced Painting,112,advanced-painting
Advantage,19,advantage-football-club
Adventure Sports Academy,76,adventure-sports-academy
ASA,31,adventure-sports-academy-6978d7e8
ADVNC NorCAL,18,sacramento
Adwick Park Rangers,62,adwick-park-rangers-7084e602
ADYC Pinto,39,adyc-pinto
LFC,10,jatagi-fc
Abrera,74,ae-abrera
ANDALUCIA ESTE CF,16,andalucia-este-cf
Aegis Academy,20,aegis-academy
AEK,12,aek-6
AEK-BOCO FC,142,aek-boco-football-club
AEK,778,aek-fc
AEK LARNAKA,12,aek-larnaka
AEL LIMASSOL,808,ael-limassol-football-academy
AEPR REZÉ FOOTBALL,100,aepr-reze-football
AE Santa Susanna,13,ae-santa-susanna
AE Sant Gregori,136,ae-sant-gregori-9deff7b3
AEZ ZAKAKIOU,15,nikos-panayides
AFA B12,87,la-united-football-academy
안양 AFA,159,afa-a92012af
AFA 2009 ECNL,22,afa-2009-ecnl
AFA FILLIES---AUTHENTIC 08,97,jb-marine-soccer-club
Fillies,69,afa-fillies-ced39275
AFA,98,afa-football-association
Afan Lido FC,68,afan-lido-football-club
Afan nedd county,15,afan-nedd-county-55b6c143
AFA Olaine,185,afa-olaine
AFB Once Diablos,18,afb-once-diablos
AFC,23,afc-536ad507
AFC,38,afc-08d66810
AFC,10,afc-44cbea4c
AFC06,229,afc06
Archers,60,churchville-2010-archers
AFC 2012 ECNL,27,afc-2012-ecnl
AFC'34,136,afc34-78dd5d18
AFC'34,76,afc34-207a2dd3
AFC Alabaster Premier 08,68,afc-alabaster-premier-08
AFC Aldermaston First Team,14,afc-aldermaston-2c54cf5f
AFC Amsterdam,119,afc-amsterdam-2
AFC Amsterdam,68,stichting-de-lieverdjes-van-afc
Amsterdamsche Football Club,112,afc-amsterdamsche-football-club
Afc Andrews,88,afc-andrews-b1923b7a
AFC Angered,14,afc-angered-7cecd96b
AFC Bexley,12,afc-bexley-055f2c00
AFC Birmingham,21,afc-birmingham-fa4df32e
AFC Bolton,91,afc-bolton
AFCB,10,afc-bournemouth-5
AFC Bournemouth,275,afc-bournemouth
AFC Bridgnorth Spartans,59,afc-bridgnorth-spartans
AFC Brooklands,21,afc-brooklands
AFC Central South Clubhouse,16,networx
Afc Chelmsley,26,afc-chelmsley-033ee5ea
AFC Cheltenham,16,afc-cheltenham
AFC Chilton,28,great-blakenham-chequers-fc
AFC Chorlton,26,afc-turn-moss
AFC Corsham,135,afc-corsham
AFC Coventry,79,afc-coventry
AFC Crewe,87,afc-crewe-1b954c83
AFC Dronfield Junior Football Club,47,afc-dronfield-junior-football-club
AFC Dunstable -,85,afc-dunstable-5
AFC DWS,89,afc-dws-4ae4bfd9
AFC Ewell,10,afc-ewell-1c1eb0cd
AFC Ewell,214,afc-ewell
AFC Ewell Warrior’s U16’s,93,afc-ewell-warriors-u14s
AFC Fylde,76,afc-fylde-3305a600
AFC Gnosall,85,afc-gnosall
Afc Goring - VC2 Beta,60,afc-goring-vc2-beta
AFC Gornal,15,afc-gornal
AFC HERMANNSTDT,60,afc-hermannstdt
AFC Hiltingbury Harlequins U14 Girls,38,afc-hiltingbury-harlequins-u14-girls
AFC-HSV,68,united-soccer-club-huntsville
A.F.C. Humpolec,133,afc-humpolec
AFC HUMPOLEC,27,afc-humpolec-d257038c
AFC Kingston Youth,225,afc-kingston-youth
AFC Kirkwood,49,afc-kirkwood
AFC Knowsley,226,afc-knowsley
A.F.C Lakeside,86,athletic-football-club-lakeside
AFC Legends,150,afc-legends
Afc Lewisham,30,cray-valley-fc-u12
AFC Lewisham u10,25,afc-lewisham
AFC Lewisham,14,afc-lewisham-4a3590be
AFC Leyton,200,afc-leyton
Lightning,134,afc-lightning-a3a3855d
AFC,112,afc-lighting
AFC Lightning,798,afc-lightning
AFC Lightning,13,afc-lightning-186ccce7
AFC,78,afc-lightning84
AFC,88,afc-lightning-griffin-04g-gold-sccl
AFC Liverpool,46,afc-liverpool-ec441cde
AFC Liverpool,42,afc-liverpool-aa883009
AFC Lytham,59,afc-lytham
AFC Mackworth,118,afc-mackworth
AFC MANSFIELD,57,afc-mansfield
AFC Minster,97,afc-minster
AFC Mustangs-08G,373,afc-mustangs-08g
Spun Gold TV Limited,30,spun-gold-tv-limited
AFC Oakley,35,afc-oakley-d1224148
AF Compiegne,28,cs-meaux
AFC Penwortham,27,afc-penwortham
AFC Pogmoor,200,afc-pogmoor
AFC Pontymister,59,afc-pontymister
AFC Portchester,191,afc-portchester
Afc Preston Reds,29,afc-preston-reds
AFC Quick 1890,69,afc-quick-1890
Diamonds,28,diamonds
AFC Rushden & Diamonds,392,afc-rushden-diamonds
AFC Rushden & Diamonds Academy,68,afc-rushden-diamonds-2
AFC Solano,14,afc-solano
AFC Southall,27,afc-southall-87739861
AFC SOUTHGATE,36,afc-southgate
PROJECT SAMBA,76,portsmouth-southsea-futsal-club
Afc sport academy,34,afc-sport-academy
AFC St Austell,67,afc-st-austell-14354d27
AFC St. Martin·Moos,13,electronicstudio-schiefer-erich-konrad
AFC Stoneham,426,afc-stoneham
AFC Stoneham Ladies,83,afc-stoneham-2
Eagles,20,afc-stoneham-u14s-girls-eagles
AFC Stoneham U9,61,afc-stoneham-u9
FC St. Pauls,263,afc-st-pauls
AFC Sudbury,622,afc-sudbury-academy
AFC Telford Utd 1st Team,42,afctelfordutd1stteam
AFC Telford Utd  - Ladies,115,afc-telford-united-u18
AFC Terlan,16,afc-terlan
AFC Toronto,18,afc-toronto
AFC Totton,108,afc-totton-6
AFC Totton,78,afc-totton-72be24b7
Afc Totton,87,afc-totton-a67d611a
AFC Totton,208,afc-totton-1886-ltd
U13's Yellow,33,southampton-schools-football-association
AFC Totton Under 9,20,afc-totton-under-9
Totton,156,afc-totton-youth
AFC Uckfield Town,75,afc-uckfield-town-f5d6aaa7
AFC Ulten,69,afc-ulten
AFC Urmston Meadowside,35,afc-urmston-meadowside
UTA,45,afc-uta-arad
AFC Utd Vets,62,afc-united-medway
Varndeanians,63,afc-varndeanians-aa64ab15
AFC Varsity,99,afc-varsity
AFC Walcountians,87,afc-walcountians-2
AFC Welwyn,48,afcwelwyn
AFC Whitchurch,60,afc-whitchurch-football-club
AFC Whyteleafe,78,wayne-bullen
Whyteleafe,52,afc-whyteleafe-d4541905
AFC Whyteleafe,198,balham-football-club-2
AFC Whyteleafe,23,afc-whyteleafe-8147c611
AFC Whyteleafe Youth,237,junior-elite-footbal-club
afc willenhall cubs,62,afc-willenhall-cubs-de73cfbf
